"game","order","displayText","source","signal","difficulty","answerLeak","moderation","status"
"The Last of Us Part II","3","Всё так, сюжет субъективен но как игра супер, особенно стрельба и импакт.","https://dtf.ru/games/2429095-shedevr-stal-eshe-luchshe-ocenki-remastera-the-last-of-us-part-ii-91-ball-iz-100-na-metacritic?comment=34569356","story","medium","false","safe","published"
"The Last of Us Part II","4","Категорически не разделяю хейта ко второй части. На мой взгляд, при всех своих тараканах в голове Дракманн все-таки один из немногих, кто продвигает сингловые сюжетные высокобюджетные игры, а не дроч на вышки и цифры в красивых декорациях (наравне с Лэйком, Кодзимой и","https://dtf.ru/games/3712334-the-last-of-us-part-ii-obzor-i-sovety-po-igre-na-pk?comment=51042390","story; atmosphere","medium","false","safe","published"
"The Last of Us Part II","5","Если у тебя турбины перегреваются от того что один набор пикселей убил другой набор пикселей, то соболезнуем) А вообще игра выстроена нормально, ты ВНЕЗАПНО (если не ловить спойлеры), начинаешь играть за персонажа который намеренно выставлен антагонистом, а Дракманн начинает лить","https://dtf.ru/games/3712334-the-last-of-us-part-ii-obzor-i-sovety-po-igre-na-pk?comment=51041086","story","medium/easy","false","safe","published"
"The Last of Us Part II","6","[название игры] неиронично крутая игра, и она лучше первой части. Не набрасываю, не провоцирую, я и ещё многие люди реально так считаем","https://dtf.ru/games/2429095-shedevr-stal-eshe-luchshe-ocenki-remastera-the-last-of-us-part-ii-91-ball-iz-100-na-metacritic?comment=34569300","player-experience","easy","false","safe","published"
"The Last of Us Part II","","Самое смешное, что теперь будет игра с графикой лучше, чем у многих игр сделанных сразу под пс5.","https://dtf.ru/games/2270955-oficialno-remaster-the-last-of-us-part-ii-vyidet-19-yanvarya?comment=32156347","community-humor; atmosphere","reserve","false","safe","reserve"
"The Last of Us Part II","",">10 баксов за такое масштабное обновление игры это дорого? МАЩТАБНОЕ ОБНОВЛЕНИЕ, найди 10 отличий)","https://dtf.ru/games/2270955-oficialno-remaster-the-last-of-us-part-ii-vyidet-19-yanvarya?comment=32156888","player-experience","reserve","false","safe","reserve"
"The Last of Us Part II","","Эти новые режимы бесплатно патчами делают разрабы которые даже близко такими тиражами игры не продают. Даже у Тсусимы от той же Сони новый режим бесплатно раздавали.","https://dtf.ru/games/2270955-oficialno-remaster-the-last-of-us-part-ii-vyidet-19-yanvarya?comment=32158116","technical","reserve","false","safe","reserve"
"Bloodborne","1","Sony и FromSoftware увернулось от его предложения и ловко бэкстебнуло игнором в спину","https://dtf.ru/id63086/2876478-strimer-kai-cenat-prizval-sony-i-fromsoftware-perevypustit-bloodborne?comment=41540172","player-experience","hard","false","safe","published"
"Bloodborne","2",">В Shadow of the Erdtree появится ещё одно отравленное болото. Миядзаки заявил, что после выпуска Elden Ring провёл самоанализ и понял, что ему нравится создавать такие локации. Да кто бы блять сомневался...","https://dtf.ru/granger/2507318-eto-nashe-krupneishee-dopolnenie-v-istorii-detali-elden-ring-shadow-of-the-erdtree-ot-hidetaki-miyadzaki?comment=35977830","player-experience","hard/medium","false","safe","published"
"Bloodborne","3","Я справочная служба тебе? Открываешь реддит, протираешь глаза и смотришь посты на сабреддитах по fromsoftware и souls и делаешь выводы. Ты сам сидишь в посте про выпрашивание у разрабов порта и говоришь, что никому не надо. Найди хоть один пост про сиквел Sekiro или DS.","https://dtf.ru/games/2744612-hidetaka-miyadzaki-nazval-bloodborne-relikviei-proshlogo-kotoruyu-bylo-by-zdorovo-dat-bolshemu-kolichestvu-igrokov?comment=39790802","player-experience","medium","false","safe","published"
"Bloodborne","4","Людям хочется пройти игру в хорошем качестве и при 60 FPS, что тут плохого? Даже мне, прошедшему бладик на пс4, хочется ремастер или ремейк","https://dtf.ru/games/2744612-hidetaka-miyadzaki-nazval-bloodborne-relikviei-proshlogo-kotoruyu-bylo-by-zdorovo-dat-bolshemu-kolichestvu-igrokov?comment=39790095","technical","medium","false","safe","published"
"Bloodborne","5","не, мне поебать если честно что на сони, что на [название игры], что на конкорд, я просто интересуюсь откуда у тебя статистика","https://dtf.ru/hard/3417143-neveroyatnoe-dostizhenie-v-digital-foundry-vysoko-ocenili-rabotu-bloodborne-na-pk-cherez-shadps4?comment=47979588","player-experience","medium/easy","false","safe","published"
"Bloodborne","6","[название игры] 2 сегодня анонсируют, проверяй!","https://dtf.ru/hard/3417143-neveroyatnoe-dostizhenie-v-digital-foundry-vysoko-ocenili-rabotu-bloodborne-na-pk-cherez-shadps4?comment=47978830","release-context","easy","false","safe","published"
"Bloodborne","","А Kart уберет по запросу Nintendo. Ждем """" получается","https://dtf.ru/gameindustry/2452890-avtory-fanatskoi-bloodborne-kart-uberut-iz-igry-brending-bloodborne-po-trebovaniyu-sony?comment=35011296","player-experience","reserve","false","safe","reserve"
"Bloodborne","","Прошел ельден ринг на релизе, буквально худшая работа миядзаки.","https://dtf.ru/granger/2507318-eto-nashe-krupneishee-dopolnenie-v-istorii-detali-elden-ring-shadow-of-the-erdtree-ot-hidetaki-miyadzaki?comment=35978233","release-context","reserve","false","safe","reserve"
"Bloodborne","","Мне кажется уже всем очевидно, что они выпустят ремейк под релиз PS6. Если они уж никому не нужный DS ремейкнули, то [название игры] тем более ремейкнут.","https://dtf.ru/id63086/2876478-strimer-kai-cenat-prizval-sony-i-fromsoftware-perevypustit-bloodborne?comment=41540249","release-context","reserve","false","safe","reserve"
"No Man's Sky","1","NMS: Выпускают недоделанную игру но спустя годы всё исправляют - Вот же Шон молодец, респект. CDPR: Выпускают недоделанную игру но спустя годы всё исправляют - раньше надо было, идите дальше лохов разводите, говноделы.","https://dtf.ru/games/2824803-avtory-no-mans-sky-predstavili-masshtabnyi-apdeit-50-v-nem-polnostyu-obnovili-vselennuyu?comment=40900437","player-experience","hard","false","safe","published"
"No Man's Sky","2","NMS: Выпускают недоделанную игру но спустя 8 лет всё исправляют - всем дтфом продолжаем вспоминать отвратительный релиз. CDPR: Выпускают недоделанную игру но спустя три года решили забить болт и оставить игру в состоянии кривой поделки- молодцы, респект","https://dtf.ru/games/2824803-avtory-no-mans-sky-predstavili-masshtabnyi-apdeit-50-v-nem-polnostyu-obnovili-vselennuyu?comment=40900968","release-context","hard/medium","false","safe","published"
"No Man's Sky","3","Можно элементарно дать игроку выбор - как он хочет перемещаться: фасттревелом через загрузочный экран или ручками. Самое простое и логичное решение. Не понимаю тех, кто так яро дефает безальтернативные загрузочные экраны - это фанбойство в последней стадии.","https://dtf.ru/avi/2088655-posadka-i-vzlet-c-planet-v-starfield-elite-dangerous-star-citizen-no-mans-sky?comment=29154557","technical","medium","false","safe","published"
"No Man's Sky","4","Посмотрел когда-то видос от Internet Historian'a, где он подробно рассказал историю разработки NMS. Какой бы игра не была, но Шон и команда действительно достойны уважения","https://dtf.ru/games/1734963-dlya-no-mans-sky-vyshlo-krupnoe-obnovlenie-interceptor-v-nem-dobavili-oskvernennye-miry-i-raznoobrazili-srazheniya?comment=24132923","story; co-op","medium","false","safe","published"
"No Man's Sky","5",">[название игры] и Cyberpunk 2077 — самые известные игры, которым удалось пережить катастрофический релиз, а их разработчикам — вернуть доверие игроков.","https://dtf.ru/daniel/2336730-razrabotchiki-cyberpunk-2077-podderzhali-anons-novoi-igry-shona-myurreya-i-poshutili-chto-ee-vsegda-mozhno-ispravit-pozzhe?comment=33081815","release-context","medium/easy","false","safe","published"
"No Man's Sky","6","По сравнению с историей [название игры], исправление багов в Cyberpunk 2077 и рядом не стояло.","https://dtf.ru/daniel/2336730-razrabotchiki-cyberpunk-2077-podderzhali-anons-novoi-igry-shona-myurreya-i-poshutili-chto-ee-vsegda-mozhno-ispravit-pozzhe?comment=33082628","technical; story","easy","false","safe","published"
"No Man's Sky","","сюжет пройти, освоить язык рас, найти крутые корабли, отправлять их в экспедиции, выполнять миссии с другими игроками, вырастить свой корабль, найти поселение и сделать его классным то что в голову пришло)","https://dtf.ru/games/2824803-avtory-no-mans-sky-predstavili-masshtabnyi-apdeit-50-v-nem-polnostyu-obnovili-vselennuyu?comment=40900567","story","reserve","false","safe","reserve"
"No Man's Sky","","У Тодда буквально та же история с Фаллаут 76, не?","https://dtf.ru/games/2332162-avtory-no-mans-sky-predstavili-light-no-fire-fenteziinuyu-igru-na-planete-razmerom-s-zemlyu?comment=33008995","story","reserve","false","safe","reserve"
"No Man's Sky","","Ну да. Простые и логичные решения часто требуют трудозатрат на их реализацию. Сделать неудобную пользователю халтуру часто дешевле и не требует ничего. Что в итоге и имеем.","https://dtf.ru/avi/2088655-posadka-i-vzlet-c-planet-v-starfield-elite-dangerous-star-citizen-no-mans-sky?comment=29155041","player-experience","reserve","false","safe","reserve"
"Red Dead Redemption 2","1","Две замечательные игры. Какая разница, кто там что взял","https://dtf.ru/gameindustry/2300875-red-dead-redemption-2-obnovila-svoi-rekord-po-onlainu-v-steam-cherez-chetyre-goda-posle-reliza-na-pk?comment=32511843","player-experience","hard","false","safe","published"
"Red Dead Redemption 2","2","В смысле ""какая разница""? А как тогда сраться на дтф из-за циферок?","https://dtf.ru/gameindustry/2300875-red-dead-redemption-2-obnovila-svoi-rekord-po-onlainu-v-steam-cherez-chetyre-goda-posle-reliza-na-pk?comment=32511867","player-experience","hard/medium","false","safe","published"
"Red Dead Redemption 2","3","До сих пор считаю, что TGA 2018 должна была взять именно РДР 2, а не новые похождения Кратоса с пездюком","https://dtf.ru/gameindustry/2300875-red-dead-redemption-2-obnovila-svoi-rekord-po-onlainu-v-steam-cherez-chetyre-goda-posle-reliza-na-pk?comment=32511797","player-experience","medium","false","safe","published"
"Red Dead Redemption 2","4",">общепризнанный шедевр Rockstar Games Хорош, забайтил на коммент Игра далеко не шедевр. За красивой картинкой и игрой актёров сидит примитивная и одновременно душная игра, которая не умеет развлекать игрока и не уважает его интеллект Не раскрылась","https://dtf.ru/gameindustry/2300875-red-dead-redemption-2-obnovila-svoi-rekord-po-onlainu-v-steam-cherez-chetyre-goda-posle-reliza-na-pk?comment=32512703","atmosphere","medium","false","safe","published"
"Hogwarts Legacy","1","ааааыыыыы пачиму озвучили хогвартс, ааааыыы лучши бы киберпанк ааааыыыыы","https://dtf.ru/games/2379946-dlya-hogwarts-legacy-vyshla-besplatnaya-russkaya-ozvuchka-ot-gamesvoice?comment=33796427","player-experience","hard","false","safe","published"
"Hogwarts Legacy","2","Дико извеняюс пробегал кобанчиком увидел ваш хогвартс легаси чё тут? АХАХХААХ бляяя 25+ лет мужику сидят палочками машут и увороты жмут, я в твоих годах уже в интернешенал участвовал)) ладно до встречи Задроты бляя)))","https://dtf.ru/games/1612842-pervye-ocenki-hogwarts-legacy-86-ballov-iz-100-na-metacritic?comment=22494139","player-experience","hard/medium","false","safe","published"
"Hogwarts Legacy","3","пишут что аваланчи не обосрались, хогвартс ебейший который интересно пылесосить, что боевка не такая хуевая какая кажется, даже РЕИГРАБЕЛЬНОСТЬ какая-то есть, в игре тонны фансервиса, прочих приколов но ругают скучные активности за пределами школы, небольшие технические огрехи и","https://dtf.ru/games/1612842-pervye-ocenki-hogwarts-legacy-86-ballov-iz-100-na-metacritic?comment=22493092","mechanics","medium","false","safe","published"
"Hogwarts Legacy","4","Ну конечно конечно, есть только твое мнение и не правильное, ясненько. Но все же это твои влажные фантазии, а то что [название игры] самая продаваемая игра года - это факт, с которым не поспоришь.","https://dtf.ru/games/2373330-eurogamer-nazval-50-luchshih-igr-2023-goda-v-top-ne-popali-starfield-i-hogwarts-legacy?comment=33678018","player-experience","medium","false","safe","published"
"Hogwarts Legacy","5","Свич ахуй, каждый раз думаю: ""ну нет doom/wolfensten 2/doom eternal/witcher 3/dying light/borderlands 3/[название игры] он тооочно не потянет"", а он тянет. Походу время купить какой-нить лайт перед сном гонять... вспомнил что туда ещё и Arkham Knight портанут, кайф🙄","https://dtf.ru/hard/2263346-sam-fakt-chto-igra-rabotaet-vpechatlyaet-hogwarts-legacy-protestirovali-na-nintendo-switch?comment=32014433","player-experience","medium/easy","false","safe","published"
"Hogwarts Legacy","6","""Многочисленные оптимизации не привели к тому, чтобы [название игры] стала бы выглядеть плохо"" Привели. Выглядит как говно","https://dtf.ru/hard/2263346-sam-fakt-chto-igra-rabotaet-vpechatlyaet-hogwarts-legacy-protestirovali-na-nintendo-switch?comment=32013520","technical","easy","false","safe","published"
"Hogwarts Legacy","","Кстати. А где в номинациях Хогвартс. Он может и плох по сюжету, но музыка и анимации огонь.","https://dtf.ru/hard/2263346-sam-fakt-chto-igra-rabotaet-vpechatlyaet-hogwarts-legacy-protestirovali-na-nintendo-switch?comment=32016273","story; atmosphere","reserve","false","safe","reserve"
"Hogwarts Legacy","","Ахааххаха ахуевший графоний в Хогвартс Легаси ахахаха","https://dtf.ru/hard/1626994-optimalnye-nastroiki-hogwarts-legacy-sravnil-nastroiki-v-igre-i-vybral-optimalnye-vse-na-ultra-uhudshaet-kartinku?comment=22747992","player-experience","reserve","false","safe","reserve"
"Hogwarts Legacy","","Чтобы исправить подтормаживания достаточно просто снизить настройки графики до уровня PS5. Нежели тратиться на саму консоль и игры за 10000 рублей вместо торрентов.","https://dtf.ru/games/1629648-igroki-nashli-dva-sposoba-ispravit-podtormazhivaniya-v-hogwarts-legacy-na-pk?comment=22705900","atmosphere","reserve","false","safe","reserve"
"Disco Elysium - The Final Cut","1","Визуальные новеллы тоже игры, как ни крути. На первом месте ВН, на втором - кино, на третьем - контурные карты и таблички. Так и живём.","https://dtf.ru/games/2187076-izdanie-pc-gamer-sostavilo-reiting-100-luchshih-pk-igr-disco-elysium-na-pervom-meste?comment=30598219","atmosphere","hard","false","safe","published"
"Disco Elysium - The Final Cut","2","То есть вы хотите сказать, что Doom (1993), которая сделала революцию в шутерах от первого лица в плане гейм дизайна и просто ОГРОМНУЮ в техническом плане на 42 месте!?","https://dtf.ru/games/2187076-izdanie-pc-gamer-sostavilo-reiting-100-luchshih-pk-igr-disco-elysium-na-pervom-meste?comment=30598428","player-experience","hard/medium","false","safe","published"
"Disco Elysium - The Final Cut","3",">1. [название игры] Даже и не против как-то, сам год назад её прошёл и пережил целый спектр эмоций, как в детстве, когда к вечеру просто бежал к пк, чтобы вновь погрузиться.","https://dtf.ru/games/2187076-izdanie-pc-gamer-sostavilo-reiting-100-luchshih-pk-igr-disco-elysium-na-pervom-meste?comment=30615259","player-experience","medium","false","safe","published"
"Disco Elysium - The Final Cut","4","> Нет геймплея По своей сути [название игры] - это один большой квест.","https://dtf.ru/games/2187076-izdanie-pc-gamer-sostavilo-reiting-100-luchshih-pk-igr-disco-elysium-na-pervom-meste?comment=30599791","mechanics; story","medium","false","safe","published"
"Grand Theft Auto V Legacy","1","Тревор и семья майкла ахуеные хз о чем ты","https://dtf.ru/gta/2370812-ign-sostavil-reiting-luchshih-chastei-grand-theft-auto-gta-v-na-pervom-meste?comment=33633081","player-experience","hard","false","safe","published"
"Grand Theft Auto V Legacy","2","Хз, вродь норм. Но прям вау эффекта не вызывло. Рокстары ударились в визуальный симс ещё с пятерки, ну минимум с четвёрки, поэтому ощущается, будто за такой красивой обёрткой будут вялые и деревянные персонажи, а сюжет проседать.","https://dtf.ru/gta/2322035-rockstar-predstavila-gta-vi-pervyi-treiler?comment=32872015","story; atmosphere","hard/medium","false","safe","published"
"Grand Theft Auto V Legacy","3","В первом трейлере [название игры] только Майкл на полторы секунды появляется, и то при условии, что ты знаешь, кто это.","https://dtf.ru/gta/2322035-rockstar-predstavila-gta-vi-pervyi-treiler?comment=32869122","player-experience","medium","false","safe","published"
"Grand Theft Auto V Legacy","4","Это буквально на несколько голов выше чем трейлер [название игры]. А то что там у тебя «атмосферно» это потому что ты эту игру уже 10 лет видишь. Через 10 лет и этот трейлер будет атмосферным","https://dtf.ru/gta/2322035-rockstar-predstavila-gta-vi-pervyi-treiler?comment=32869127","atmosphere","medium","false","safe","published"
"Grand Theft Auto V Legacy","5",">Разница графики минимальная, а DLSS, как и FSR, — пустышка Кандидат на самый пиздабольский отзыв ДЛСС [название игры] нужен был, как воздух. Спасибо убогим вариантам сглаживания в Легаси версии Что действительно херово - отсутствие текстового чата","https://dtf.ru/games/3613808-obnovlennaya-gta-v-startovala-so-smeshannyh-otzyvov-v-steam?comment=49487001","atmosphere","medium/easy","false","safe","published"
"Grand Theft Auto V Legacy","6","я раньше мечтал поиграть в [название игры]. Но поиграв.... какой же она была клоунской...какие же неинтересные и скучные персонажи... Так и не понял за что ее так многие любят. Может для многих она была первой и потому им нравится","https://dtf.ru/gta/2370812-ign-sostavil-reiting-luchshih-chastei-grand-theft-auto-gta-v-na-pervom-meste?comment=33632847","story","easy","false","safe","published"
"Grand Theft Auto V Legacy","","Никогда не понимал любви к [название игры], настолько скучная и не интересная игра","https://dtf.ru/games/3613808-obnovlennaya-gta-v-startovala-so-smeshannyh-otzyvov-v-steam?comment=49491307","player-experience","reserve","false","safe","reserve"
"Grand Theft Auto V Legacy","","[название игры] ни в каком месте не песочница, лол. Это скорее парк одноразовых аттракционов","https://dtf.ru/games/2928549-pereproshel-gta-v-v-2024-godu?comment=42158921","player-experience","reserve","false","safe","reserve"
"Grand Theft Auto V Legacy","","Только что перепрошёл гта 4 - для своего времени игра была прорывом, и я потратил на нее кучу часов, но сегодня игра смотрится довольно посредственно - однообразные миссии, с плохим геймдизайном (телепортирующиеся куча врагов), унылые перестрелки и корявое управление, плохая","https://dtf.ru/games/2928549-pereproshel-gta-v-v-2024-godu?comment=42158393","mechanics","reserve","false","safe","reserve"
"Helldivers 2","1","Цифровая площадка VK Play запустила продажи ключей активации игр для Steam.","https://dtf.ru/gameindustry/2867807-vk-play-nachal-prodavat-steam-klyuchi-dlya-igr?comment=41439201","player-experience","hard","false","safe","published"
"Helldivers 2","2","Давай будем честны, ты порвался не потому, что это сессионка, а потому, что это игра от Sony.","https://dtf.ru/games/3313141-igra-goda-4-mesto-helldivers-2?comment=46974535","player-experience","hard/medium","false","safe","published"
"Helldivers 2","3","> ну конечно, комфортную игру убить из-за пары нытиков Так никто и не ныл, всем похуй, глобал похуй.","https://dtf.ru/games/2539219-avtorov-helldivers-2-raskritikovali-za-vyskazyvanie-odnogo-iz-razrabotchikov-on-negativno-otreagiroval-na-zamechaniya-igrokov?comment=36555585","player-experience","medium","false","safe","published"
"Helldivers 2","4","Вчера плевались на беседку за платный скин на лошадь в подливионе, а сегодня благодарим за отсутствие p2w в АА платной игре 😁 Поезд давно уехал, потребители в массе своей люди ведомые и неприхотливые, мы уже приняли что за пейволлом теперь и доступ к игре раньше(чего блять?) и","https://dtf.ru/gameindustry/2485913-tvorcheskii-direktor-helldivers-2-o-mikrotranzakciyah-nuzhno-zarabotat-pravo-na-monetizaciyu?comment=35612505","technical","medium","false","safe","published"
"Helldivers 2","5",">Один из пользователей поблагодарил разработчиков [название игры] за «нехищные» микротранзакции >поблагодарил >за микротранзакции","https://dtf.ru/gameindustry/2485913-tvorcheskii-direktor-helldivers-2-o-mikrotranzakciyah-nuzhno-zarabotat-pravo-na-monetizaciyu?comment=35609571","technical","medium/easy","false","safe","published"
"Helldivers 2","6","> Один из пользователей поблагодарил разработчиков [название игры] за «нехищные» микротранзакции В очередной раз убеждаюсь что геймеры сами заслужили то что сейчас происходит с монетизацией в индустрии.","https://dtf.ru/gameindustry/2485913-tvorcheskii-direktor-helldivers-2-o-mikrotranzakciyah-nuzhno-zarabotat-pravo-na-monetizaciyu?comment=35610262","technical; monetization","easy","false","safe","published"
"Helldivers 2","","все равно это не официальное распространение ключей. магазинов которые продают ключи официально и сотрудничают с издателями очень мало (humble-bundle один из них).","https://dtf.ru/games/3313141-igra-goda-4-mesto-helldivers-2?comment=47010170","monetization","reserve","false","safe","reserve"
"Helldivers 2","",">Лучше бы глобус увидел, а не боевые картинки кидал какие попало.","https://dtf.ru/games/3313141-igra-goda-4-mesto-helldivers-2?comment=46977064","mechanics","reserve","false","safe","reserve"
"Helldivers 2","","Я в восторге от игры. Купил через несколько дней после релиза, играю только с рэндомами и здесь во всех топиках, посвященных игре, топлю за нее и уверяю, что покупка стоит своих денег.","https://dtf.ru/games/2539219-avtorov-helldivers-2-raskritikovali-za-vyskazyvanie-odnogo-iz-razrabotchikov-on-negativno-otreagiroval-na-zamechaniya-igrokov?comment=36563406","release-context","reserve","false","safe","reserve"
"Dragon Age: На страже Завесы","1","Надо помнить, что Вейлгард очень дорогой и блокбастерный. Сколько было влито бабла во все эти ассеты, в гигантскую говнотонну эмбиентной озвучки (зачастую еще и динамически меняющейся по ходу игры, с новыми неписями появляющимися в зачищенных данжах вроде подземки Cock City), в","https://dtf.ru/granger/3213656-analitik-startovye-pokazateli-dragon-age-the-veilguard-v-ssha-okazalis-horoshimi-no-ne-vydayushimisya?comment=45824815","player-experience","hard","false","safe","published"
"Dragon Age: На страже Завесы","2","я тоже не особо силен в английском, но вроде там написано про то, что британские ученые провели исследования и выявили множество целебных свойств у Балтики 7, если же употреблять Балтику 7 в некоторых регионах, таких как Воркута, например, то целебные свойства удваиваются и даже","https://dtf.ru/granger/3124745-otlichnaya-rpg-ocenki-dragon-age-the-veilguard-84-balla-iz-100-na-metacritic?comment=44839170","player-experience","hard/medium","false","safe","published"
"Dragon Age: На страже Завесы","3","Тут игра уже сама себе занижает оценку","https://dtf.ru/granger/3124745-otlichnaya-rpg-ocenki-dragon-age-the-veilguard-84-balla-iz-100-na-metacritic?comment=44838890","release-context","medium","false","safe","published"
"Dragon Age: На страже Завесы","4","Тааш это следствие проблемы, на ней проще всего показать что не так, а основная проблема то, что все делалось инклюзивно, чтобы никто не обиделся, чтобы не дай бог не было перегруженной механиками и именно поэтому получился беззубый результат.","https://dtf.ru/granger/3825001-proval-dragon-age-the-veilguard?comment=52869368","mechanics","medium","false","safe","published"
"Dragon Age: На страже Завесы","5","Вариативный редактор персонажа, а не полдюжины лиц на расу✅ Современная экшоновая боевка без кубов ✅ Озвученный персонаж, а не немой болванчик ✅ Качественные катсцены с ПОСТАНОВОЙ ✅ Колоритные сопартийцы в лучших традициях BioWare ✅ Вот он - рецепт легендарной премиум-ААА-RPG.","https://dtf.ru/granger/2739414-mnogo-ekshena-romany-so-vsemi-sputnikami-i-prorabotannyi-pobochnyi-kontent-glavnoe-iz-prevyu-dragon-age-the-veilguard?comment=39712956","mechanics; story","medium/easy","false","safe","published"
"Dragon Age: На страже Завесы","6","Главная причина провала [название игры] - в том, что биовар контора тридварасов, которая давно забыла как делать нормальные ролевые игры с интересными квестами и персонажами. Но виновата, конечно, ЕА.","https://dtf.ru/granger/3825001-proval-dragon-age-the-veilguard?comment=52865534","story","easy","false","safe","published"
"Dragon Age: На страже Завесы","","Реальная проблема игры в том, что её уже на этапе маркетинга браканула огромная часть игроков когда увидела всё это распиздяйство, которое ещё и подкрепилось, уже крылатой фразой: не для вас сделано было.","https://dtf.ru/granger/3825001-proval-dragon-age-the-veilguard?comment=52867215","player-experience","reserve","false","safe","reserve"
"Dragon Age: На страже Завесы","",">Фанат бронелифчиков? Фанат передергиваний ? У нас же не было Ведьмака или той же Балды, где броня похожа на броню, а не на цирковые наряды. Если бы хотели стилизации, то вернули бы визуал ДА2. >Отлично подчёркивает игровой процесс и не отвлекает от игры Тонко","https://dtf.ru/games/3252260-proshel-do-konca-dragon-age-the-veilguard?comment=46256293","atmosphere","reserve","false","safe","reserve"
"Dragon Age: На страже Завесы","",">Много экшена, романы с кем угодно и проработанный побочный контент — главное из превью [название игры] Хорошо, хорошо, убедили. Пропускаем","https://dtf.ru/granger/2739414-mnogo-ekshena-romany-so-vsemi-sputnikami-i-prorabotannyi-pobochnyi-kontent-glavnoe-iz-prevyu-dragon-age-the-veilguard?comment=39712797","player-experience","reserve","false","safe","reserve"
"S.T.A.L.K.E.R. 2: Сердце Чернобыля","1","Охренеть сколько неадекватов из рф в чате. Приходят в чат просто насрать гадости. Выглядит игра красиво. Звуки нравятся.","https://dtf.ru/granger/2902197-krasoty-zony-35-vidov-oruzhiya-i-svoboda-geimplei-i-detali-stalker-2?comment=41833201","atmosphere","hard","false","safe","published"
"S.T.A.L.K.E.R. 2: Сердце Чернобыля","2","Рофл за рофлом, в 2022 говорили, что переносов на 2024 не будет.","https://dtf.ru/id63086/2846601-stalker-2-heart-of-chornobyl-perenesli-na-20-noyabrya?comment=41172265","player-experience","hard/medium","false","safe","published"
"S.T.A.L.K.E.R. 2: Сердце Чернобыля","3","> В S.T.A.L.K.E.R. 2 нет традиционной системы прокачки уровней. Что значит традиционной? Ни в одном сталкере не было такой системы","https://dtf.ru/granger/2902197-krasoty-zony-35-vidov-oruzhiya-i-svoboda-geimplei-i-detali-stalker-2?comment=41836150","mechanics","medium","false","safe","published"
"S.T.A.L.K.E.R. 2: Сердце Чернобыля","4","Идут по лесу Дюймовочка, Белоснежка и [название игры]. Дюймовочка: — Я самая маленькая на свете.","https://dtf.ru/id63086/2846601-stalker-2-heart-of-chornobyl-perenesli-na-20-noyabrya?comment=41172128","player-experience","medium","false","safe","published"
"S.T.A.L.K.E.R. 2: Сердце Чернобыля","5","единственная разница в том, что в них вливают бабло западные студии, но даже так они умудряются делать лютые обсёры типа той же The Sinking City, издатель Deep Silver думаю в восторге был) а теперь вот 10 лет в страшных потугах рожают [название игры], которого Юбисофт могли бы за 1 год","https://dtf.ru/granger/2902197-krasoty-zony-35-vidov-oruzhiya-i-svoboda-geimplei-i-detali-stalker-2?comment=41832794","player-experience","medium/easy","false","safe","published"
"S.T.A.L.K.E.R. 2: Сердце Чернобыля","6","Я только внесу небольшую правку дорожной карты разработки [название игры]: 2020 - Первый тизер 2021 - первый анонс даты выхода 2022 - первый перенос 2023 - второй перенос 2024 - третий перенос 2024 - четвертый перенос <———- ВЫ ЗДЕСЬ 2025 - разработка игры 2026 - разработка игры 2027 -","https://dtf.ru/id63086/2846601-stalker-2-heart-of-chornobyl-perenesli-na-20-noyabrya?comment=41172348","release-context","easy","false","safe","published"
"S.T.A.L.K.E.R. 2: Сердце Чернобыля","","Да нет, игра как раз таки выглядит очень странно. Либо на презентации ранний билд без ""марафета"", либо разработчики проф.непригодны Ибо увиденное можно разве что с владик бруталом сравнить.","https://dtf.ru/granger/2902197-krasoty-zony-35-vidov-oruzhiya-i-svoboda-geimplei-i-detali-stalker-2?comment=41836248","player-experience","reserve","false","safe","reserve"
"S.T.A.L.K.E.R. 2: Сердце Чернобыля","","Игра изначально должна было выйти летом 2022, её переносили уже столько раз, что Киберпанк курит в сторонке.","https://dtf.ru/id63086/2846601-stalker-2-heart-of-chornobyl-perenesli-na-20-noyabrya?comment=41171852","player-experience","reserve","false","safe","reserve"
"Assassin’s Creed Shadows","1","Virgin Warhorse studios: не добавляют негров в Kingdom Come Deliverance, потому что в реальной средневековой Богемии их не было, а те 2.5, что могли быть, были рабами. Chad Ubisoft: находят единственного на всю Японию негра и делают его главным героем.","https://dtf.ru/games/2681282-dlya-assasina-ego-dospehi-slishkom-uzh-blestyashie-kak-v-seti-ocenili-treilery-assassins-creed-shadows?comment=38830563","player-experience","hard","false","safe","published"
"Assassin’s Creed Shadows","2","Если геймплеем за Ясукэ будет стирка набедренных повязок, то я согласен с отсутствием повестки","https://dtf.ru/games/2681282-dlya-assasina-ego-dospehi-slishkom-uzh-blestyashie-kak-v-seti-ocenili-treilery-assassins-creed-shadows?comment=38829964","mechanics","hard/medium","false","safe","published"
"Assassin’s Creed Shadows","3",">В это же время геймплей за Ясукэ не всегда ощущается правильно и удачно Потому что не пришей кобыле хвост. Во всех отношениях.","https://dtf.ru/games/3647115-luchshaya-igra-serii-za-10-let-ocenki-assassins-creed-shadows-82-balla-iz-100?comment=49933571","mechanics","medium","false","safe","published"
